2025-11-29 20:35:33 | INFO | services.trader_manager:load_traders_from_database:31 | 📋 发现 10 个用户，开始加载所有交易员配置...
2025-11-30 12:23:03 | INFO | services.trader_manager:load_traders_from_database:66 | 📋 成功加载 0 个交易员配置
2025-11-30 12:23:03 | INFO | services.trader_manager:load_traders_from_database:67 | 📋 失败加载 10 个交易员配置
2025-11-30 12:23:27 | INFO | services.trader_manager:load_traders_from_database:38 | 📋 发现 10 个用户，开始加载所有交易员配置...
2025-11-30 12:23:27 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 aaaaaaaa-aaaa-aaaa-aaaa-aaaaaaaaaaaa: 1 个交易员
2025-11-30 12:23:27 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 11111111-1111-1111-1111-111111111111: 1 个交易员
2025-11-30 12:23:27 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 22222222-2222-2222-2222-222222222222: 1 个交易员
2025-11-30 12:23:27 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 33333333-3333-3333-3333-333333333333: 1 个交易员
2025-11-30 12:23:27 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 44444444-4444-4444-4444-444444444444: 1 个交易员
2025-11-30 12:23:27 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 55555555-5555-5555-5555-555555555555: 1 个交易员
2025-11-30 12:23:27 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 66666666-6666-6666-6666-666666666666: 1 个交易员
2025-11-30 12:23:27 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 77777777-7777-7777-7777-777777777777: 1 个交易员
2025-11-30 12:23:27 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 88888888-8888-8888-8888-888888888888: 1 个交易员
2025-11-30 12:23:27 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 99999999-9999-9999-9999-999999999999: 1 个交易员
2025-11-30 12:23:27 | INFO | services.trader_manager:load_traders_from_database:56 | 📋 总共加载 10 个交易员配置
2025-11-30 12:23:27 | WARNING | services.trader_manager:_load_single_trader:256 | ⚠️ 交易员 Trader Kappa 的交易所 Gate.io Main 未启用，跳过
2025-11-30 12:23:27 | INFO | services.trader_manager:_load_single_trader:296 | ✓ 交易员 Trader Alpha 启用 COIN POOL 信号源: https://api.example.com/coin-pool/user1
2025-11-30 12:23:27 | INFO | services.trader_manager:_load_single_trader:301 | ✓ 交易员 Trader Alpha 启用 OI TOP 信号源: https://api.example.com/oi-top/user1
2025-11-30 12:23:27 | ERROR | services.trader_manager:_load_single_trader:331 | ❌ 创建 trader 实例失败: 'dict' object has no attribute 'id'
2025-11-30 12:23:27 | INFO | services.trader_manager:_load_single_trader:301 | ✓ 交易员 Trader Beta 启用 OI TOP 信号源: https://api.example.com/oi-top/user2
2025-11-30 12:23:27 | ERROR | services.trader_manager:_load_single_trader:331 | ❌ 创建 trader 实例失败: 'dict' object has no attribute 'id'
2025-11-30 12:23:27 | WARNING | services.trader_manager:_load_single_trader:231 | 📋 交易员 10000000-0000-0000-0000-000000000003 的AI模型 40000000-0000-0000-0000-000000000003 未启用
2025-11-30 12:23:27 | INFO | services.trader_manager:_load_single_trader:296 | ✓ 交易员 Trader Delta 启用 COIN POOL 信号源: https://api.example.com/coin-pool/user4
2025-11-30 12:23:27 | ERROR | services.trader_manager:_load_single_trader:331 | ❌ 创建 trader 实例失败: 'dict' object has no attribute 'id'
2025-11-30 12:23:27 | WARNING | services.trader_manager:_load_single_trader:256 | ⚠️ 交易员 Trader Epsilon 的交易所 Binance Testnet 未启用，跳过
2025-11-30 12:23:27 | WARNING | services.trader_manager:_load_single_trader:231 | 📋 交易员 10000000-0000-0000-0000-000000000006 的AI模型 40000000-0000-0000-0000-000000000006 未启用
2025-11-30 12:23:27 | WARNING | services.trader_manager:_load_single_trader:256 | ⚠️ 交易员 Trader Eta 的交易所 Hyperliquid Testnet 未启用，跳过
2025-11-30 12:23:27 | INFO | services.trader_manager:_load_single_trader:296 | ✓ 交易员 Trader Theta 启用 COIN POOL 信号源: https://api.example.com/coin-pool/user8
2025-11-30 12:23:27 | ERROR | services.trader_manager:_load_single_trader:331 | ❌ 创建 trader 实例失败: 'dict' object has no attribute 'id'
2025-11-30 12:23:27 | WARNING | services.trader_manager:_load_single_trader:231 | 📋 交易员 10000000-0000-0000-0000-000000000009 的AI模型 40000000-0000-0000-0000-000000000009 未启用
2025-11-30 12:23:27 | INFO | services.trader_manager:load_traders_from_database:66 | 📋 成功加载 0 个交易员配置
2025-11-30 12:23:27 | INFO | services.trader_manager:load_traders_from_database:67 | 📋 失败加载 10 个交易员配置
2025-11-30 12:23:50 | INFO | services.trader_manager:load_traders_from_database:38 | 📋 发现 10 个用户，开始加载所有交易员配置...
2025-11-30 12:23:50 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 aaaaaaaa-aaaa-aaaa-aaaa-aaaaaaaaaaaa: 1 个交易员
2025-11-30 12:23:50 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 11111111-1111-1111-1111-111111111111: 1 个交易员
2025-11-30 12:23:50 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 22222222-2222-2222-2222-222222222222: 1 个交易员
2025-11-30 12:23:50 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 33333333-3333-3333-3333-333333333333: 1 个交易员
2025-11-30 12:23:50 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 44444444-4444-4444-4444-444444444444: 1 个交易员
2025-11-30 12:23:50 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 55555555-5555-5555-5555-555555555555: 1 个交易员
2025-11-30 12:23:50 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 66666666-6666-6666-6666-666666666666: 1 个交易员
2025-11-30 12:23:50 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 77777777-7777-7777-7777-777777777777: 1 个交易员
2025-11-30 12:23:50 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 88888888-8888-8888-8888-888888888888: 1 个交易员
2025-11-30 12:23:50 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 99999999-9999-9999-9999-999999999999: 1 个交易员
2025-11-30 12:23:50 | INFO | services.trader_manager:load_traders_from_database:56 | 📋 总共加载 10 个交易员配置
2025-11-30 12:23:50 | WARNING | services.trader_manager:_load_single_trader:256 | ⚠️ 交易员 Trader Kappa 的交易所 Gate.io Main 未启用，跳过
2025-11-30 12:23:50 | INFO | services.trader_manager:_load_single_trader:296 | ✓ 交易员 Trader Alpha 启用 COIN POOL 信号源: https://api.example.com/coin-pool/user1
2025-11-30 12:23:50 | INFO | services.trader_manager:_load_single_trader:301 | ✓ 交易员 Trader Alpha 启用 OI TOP 信号源: https://api.example.com/oi-top/user1
2025-11-30 12:23:50 | ERROR | services.trader_manager:_load_single_trader:331 | ❌ 创建 trader 实例失败: 'dict' object has no attribute 'id'
2025-11-30 12:23:50 | INFO | services.trader_manager:_load_single_trader:301 | ✓ 交易员 Trader Beta 启用 OI TOP 信号源: https://api.example.com/oi-top/user2
2025-11-30 12:23:50 | ERROR | services.trader_manager:_load_single_trader:331 | ❌ 创建 trader 实例失败: 'dict' object has no attribute 'id'
2025-11-30 12:23:50 | WARNING | services.trader_manager:_load_single_trader:231 | 📋 交易员 10000000-0000-0000-0000-000000000003 的AI模型 40000000-0000-0000-0000-000000000003 未启用
2025-11-30 12:23:50 | INFO | services.trader_manager:_load_single_trader:296 | ✓ 交易员 Trader Delta 启用 COIN POOL 信号源: https://api.example.com/coin-pool/user4
2025-11-30 12:23:50 | ERROR | services.trader_manager:_load_single_trader:331 | ❌ 创建 trader 实例失败: 'dict' object has no attribute 'id'
2025-11-30 12:23:50 | WARNING | services.trader_manager:_load_single_trader:256 | ⚠️ 交易员 Trader Epsilon 的交易所 Binance Testnet 未启用，跳过
2025-11-30 12:23:50 | WARNING | services.trader_manager:_load_single_trader:231 | 📋 交易员 10000000-0000-0000-0000-000000000006 的AI模型 40000000-0000-0000-0000-000000000006 未启用
2025-11-30 12:23:50 | WARNING | services.trader_manager:_load_single_trader:256 | ⚠️ 交易员 Trader Eta 的交易所 Hyperliquid Testnet 未启用，跳过
2025-11-30 12:23:50 | INFO | services.trader_manager:_load_single_trader:296 | ✓ 交易员 Trader Theta 启用 COIN POOL 信号源: https://api.example.com/coin-pool/user8
2025-11-30 12:23:50 | ERROR | services.trader_manager:_load_single_trader:331 | ❌ 创建 trader 实例失败: 'dict' object has no attribute 'id'
2025-11-30 12:23:50 | WARNING | services.trader_manager:_load_single_trader:231 | 📋 交易员 10000000-0000-0000-0000-000000000009 的AI模型 40000000-0000-0000-0000-000000000009 未启用
2025-11-30 12:23:50 | INFO | services.trader_manager:load_traders_from_database:66 | 📋 成功加载 0 个交易员配置
2025-11-30 12:23:50 | INFO | services.trader_manager:load_traders_from_database:67 | 📋 失败加载 10 个交易员配置
2025-11-30 12:24:56 | INFO | services.trader_manager:load_traders_from_database:38 | 📋 发现 10 个用户，开始加载所有交易员配置...
2025-11-30 12:24:56 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 aaaaaaaa-aaaa-aaaa-aaaa-aaaaaaaaaaaa: 1 个交易员
2025-11-30 12:24:56 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 11111111-1111-1111-1111-111111111111: 1 个交易员
2025-11-30 12:24:56 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 22222222-2222-2222-2222-222222222222: 1 个交易员
2025-11-30 12:24:56 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 33333333-3333-3333-3333-333333333333: 1 个交易员
2025-11-30 12:24:56 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 44444444-4444-4444-4444-444444444444: 1 个交易员
2025-11-30 12:24:56 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 55555555-5555-5555-5555-555555555555: 1 个交易员
2025-11-30 12:24:56 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 66666666-6666-6666-6666-666666666666: 1 个交易员
2025-11-30 12:24:56 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 77777777-7777-7777-7777-777777777777: 1 个交易员
2025-11-30 12:24:56 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 88888888-8888-8888-8888-888888888888: 1 个交易员
2025-11-30 12:24:56 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 99999999-9999-9999-9999-999999999999: 1 个交易员
2025-11-30 12:24:56 | INFO | services.trader_manager:load_traders_from_database:56 | 📋 总共加载 10 个交易员配置
2025-11-30 12:24:56 | WARNING | services.trader_manager:_load_single_trader:256 | ⚠️ 交易员 Trader Kappa 的交易所 Gate.io Main 未启用，跳过
2025-11-30 12:24:56 | INFO | services.trader_manager:_load_single_trader:296 | ✓ 交易员 Trader Alpha 启用 COIN POOL 信号源: https://api.example.com/coin-pool/user1
2025-11-30 12:24:56 | INFO | services.trader_manager:_load_single_trader:301 | ✓ 交易员 Trader Alpha 启用 OI TOP 信号源: https://api.example.com/oi-top/user1
2025-11-30 12:24:56 | ERROR | services.trader_manager:_load_single_trader:331 | ❌ 创建 trader 实例失败: 'dict' object has no attribute 'id'
2025-11-30 12:24:56 | INFO | services.trader_manager:_load_single_trader:301 | ✓ 交易员 Trader Beta 启用 OI TOP 信号源: https://api.example.com/oi-top/user2
2025-11-30 12:24:56 | ERROR | services.trader_manager:_load_single_trader:331 | ❌ 创建 trader 实例失败: 'dict' object has no attribute 'id'
2025-11-30 12:24:56 | WARNING | services.trader_manager:_load_single_trader:231 | 📋 交易员 10000000-0000-0000-0000-000000000003 的AI模型 40000000-0000-0000-0000-000000000003 未启用
2025-11-30 12:24:56 | INFO | services.trader_manager:_load_single_trader:296 | ✓ 交易员 Trader Delta 启用 COIN POOL 信号源: https://api.example.com/coin-pool/user4
2025-11-30 12:24:56 | ERROR | services.trader_manager:_load_single_trader:331 | ❌ 创建 trader 实例失败: 'dict' object has no attribute 'id'
2025-11-30 12:24:56 | WARNING | services.trader_manager:_load_single_trader:256 | ⚠️ 交易员 Trader Epsilon 的交易所 Binance Testnet 未启用，跳过
2025-11-30 12:24:56 | WARNING | services.trader_manager:_load_single_trader:231 | 📋 交易员 10000000-0000-0000-0000-000000000006 的AI模型 40000000-0000-0000-0000-000000000006 未启用
2025-11-30 12:24:56 | WARNING | services.trader_manager:_load_single_trader:256 | ⚠️ 交易员 Trader Eta 的交易所 Hyperliquid Testnet 未启用，跳过
2025-11-30 12:24:56 | INFO | services.trader_manager:_load_single_trader:296 | ✓ 交易员 Trader Theta 启用 COIN POOL 信号源: https://api.example.com/coin-pool/user8
2025-11-30 12:24:56 | ERROR | services.trader_manager:_load_single_trader:331 | ❌ 创建 trader 实例失败: 'dict' object has no attribute 'id'
2025-11-30 12:24:56 | WARNING | services.trader_manager:_load_single_trader:231 | 📋 交易员 10000000-0000-0000-0000-000000000009 的AI模型 40000000-0000-0000-0000-000000000009 未启用
2025-11-30 12:24:56 | INFO | services.trader_manager:load_traders_from_database:66 | 📋 成功加载 0 个交易员配置
2025-11-30 12:24:56 | INFO | services.trader_manager:load_traders_from_database:67 | 📋 失败加载 10 个交易员配置
2025-11-30 12:25:44 | INFO | services.trader_manager:load_traders_from_database:38 | 📋 发现 10 个用户，开始加载所有交易员配置...
2025-11-30 12:25:44 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 aaaaaaaa-aaaa-aaaa-aaaa-aaaaaaaaaaaa: 1 个交易员
2025-11-30 12:25:44 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 11111111-1111-1111-1111-111111111111: 1 个交易员
2025-11-30 12:25:44 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 22222222-2222-2222-2222-222222222222: 1 个交易员
2025-11-30 12:25:44 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 33333333-3333-3333-3333-333333333333: 1 个交易员
2025-11-30 12:25:44 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 44444444-4444-4444-4444-444444444444: 1 个交易员
2025-11-30 12:25:44 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 55555555-5555-5555-5555-555555555555: 1 个交易员
2025-11-30 12:25:44 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 66666666-6666-6666-6666-666666666666: 1 个交易员
2025-11-30 12:25:44 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 77777777-7777-7777-7777-777777777777: 1 个交易员
2025-11-30 12:25:44 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 88888888-8888-8888-8888-888888888888: 1 个交易员
2025-11-30 12:25:44 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 99999999-9999-9999-9999-999999999999: 1 个交易员
2025-11-30 12:25:44 | INFO | services.trader_manager:load_traders_from_database:56 | 📋 总共加载 10 个交易员配置
2025-11-30 12:25:44 | WARNING | services.trader_manager:_load_single_trader:256 | ⚠️ 交易员 Trader Kappa 的交易所 Gate.io Main 未启用，跳过
2025-11-30 12:25:44 | INFO | services.trader_manager:_load_single_trader:296 | ✓ 交易员 Trader Alpha 启用 COIN POOL 信号源: https://api.example.com/coin-pool/user1
2025-11-30 12:25:44 | INFO | services.trader_manager:_load_single_trader:301 | ✓ 交易员 Trader Alpha 启用 OI TOP 信号源: https://api.example.com/oi-top/user1
2025-11-30 12:25:44 | INFO | services.Auto_trader:__init__:12 | AutoTrader initialized with trader_cfg: {'id': UUID('10000000-0000-0000-0000-000000000001'), 'name': 'Trader Alpha', 'user_id': UUID('11111111-1111-1111-1111-111111111111'), 'ai_model': {'id': UUID('40000000-0000-0000-0000-000000000001'), 'provider': 'openai', 'api_key': 'sk-test-key-1111111111111111111111', 'base_url': 'https://api.openai.com/v1', 'model_name': 'gpt-4'}, 'exchange': {'id': UUID('50000000-0000-0000-0000-000000000001'), 'name': 'Binance Main', 'type': 'CEX', 'api_key': 'binance-api-key-1111111111111111111111', 'secret_key': 'binance-secret-key-1111111111111111111111', 'testnet': False, 'hyperliquid_wallet_addr': '', 'aster_user': '', 'aster_signer': '', 'aster_private_key': ''}, 'initial_balance': 10000.0, 'scan_interval_minutes': 3, 'btc_eth_leverage': 5, 'altcoin_leverage': 5, 'trading_coins': ['BTC/USDT', 'ETH/USDT'], 'use_coin_pool': True, 'use_oi_top': True, 'use_inside_coins': False, 'coin_pool_url': 'https://api.example.com/coin-pool/user1', 'oi_top_url': 'https://api.example.com/oi-top/user1', 'prompt': '你是专业的加密货币交易AI，在合约市场进行自主交易。\\n\\n# 核心目标\\n\\n最大化夏普比率（Sharpe Ratio）', 'is_cross_margin': True, 'decision_graph_config': {'nodes': ['data_collector', 'signal_analyzer', 'ai_decision']}, 'max_daily_loss': 10.0, 'max_drawdown': 20.0, 'stop_trading_minutes': 60}
2025-11-30 12:25:44 | INFO | services.trader_manager:_load_single_trader:325 | ✓ 交易员 10000000-0000-0000-0000-000000000001 已加载
2025-11-30 12:25:44 | INFO | services.trader_manager:_load_single_trader:301 | ✓ 交易员 Trader Beta 启用 OI TOP 信号源: https://api.example.com/oi-top/user2
2025-11-30 12:25:44 | INFO | services.Auto_trader:__init__:12 | AutoTrader initialized with trader_cfg: {'id': UUID('10000000-0000-0000-0000-000000000002'), 'name': 'Trader Beta', 'user_id': UUID('22222222-2222-2222-2222-222222222222'), 'ai_model': {'id': UUID('40000000-0000-0000-0000-000000000002'), 'provider': 'anthropic', 'api_key': 'sk-ant-test-key-2222222222222222222222', 'base_url': 'https://api.anthropic.com/v1', 'model_name': 'claude-3-opus'}, 'exchange': {'id': UUID('50000000-0000-0000-0000-000000000002'), 'name': 'OKX Main', 'type': 'CEX', 'api_key': 'okx-api-key-2222222222222222222222', 'secret_key': 'okx-secret-key-2222222222222222222222', 'testnet': False, 'hyperliquid_wallet_addr': '', 'aster_user': '', 'aster_signer': '', 'aster_private_key': ''}, 'initial_balance': 5000.0, 'scan_interval_minutes': 5, 'btc_eth_leverage': 3, 'altcoin_leverage': 3, 'trading_coins': ['BTC/USDT', 'ETH/USDT', 'SOL/USDT'], 'use_coin_pool': False, 'use_oi_top': True, 'use_inside_coins': True, 'coin_pool_url': '', 'oi_top_url': 'https://api.example.com/oi-top/user2', 'prompt': '你是一个保守的交易AI，优先考虑风险控制。只在极高确定性时才开仓。', 'is_cross_margin': True, 'decision_graph_config': {'nodes': ['data_collector', 'risk_manager', 'ai_decision']}, 'max_daily_loss': 10.0, 'max_drawdown': 20.0, 'stop_trading_minutes': 60}
2025-11-30 12:25:44 | INFO | services.trader_manager:_load_single_trader:325 | ✓ 交易员 10000000-0000-0000-0000-000000000002 已加载
2025-11-30 12:25:44 | WARNING | services.trader_manager:_load_single_trader:231 | 📋 交易员 10000000-0000-0000-0000-000000000003 的AI模型 40000000-0000-0000-0000-000000000003 未启用
2025-11-30 12:25:44 | INFO | services.trader_manager:_load_single_trader:296 | ✓ 交易员 Trader Delta 启用 COIN POOL 信号源: https://api.example.com/coin-pool/user4
2025-11-30 12:25:44 | INFO | services.Auto_trader:__init__:12 | AutoTrader initialized with trader_cfg: {'id': UUID('10000000-0000-0000-0000-000000000004'), 'name': 'Trader Delta', 'user_id': UUID('44444444-4444-4444-4444-444444444444'), 'ai_model': {'id': UUID('40000000-0000-0000-0000-000000000004'), 'provider': 'anthropic', 'api_key': 'sk-ant-test-key-4444444444444444444444', 'base_url': 'https://api.anthropic.com/v1', 'model_name': 'claude-3-sonnet'}, 'exchange': {'id': UUID('50000000-0000-0000-0000-000000000004'), 'name': 'Aster Main', 'type': 'DEX', 'api_key': '', 'secret_key': '', 'testnet': False, 'hyperliquid_wallet_addr': '', 'aster_user': 'aster_user_4444444444444444444444', 'aster_signer': 'aster_signer_4444444444444444444444', 'aster_private_key': 'aster_private_key_4444444444444444444444'}, 'initial_balance': 15000.0, 'scan_interval_minutes': 1, 'btc_eth_leverage': 5, 'altcoin_leverage': 5, 'trading_coins': [], 'use_coin_pool': True, 'use_oi_top': False, 'use_inside_coins': False, 'coin_pool_url': 'https://api.example.com/coin-pool/user4', 'oi_top_url': '', 'prompt': '你是一个高频交易AI，专注于短期价格波动，快速进出。', 'is_cross_margin': True, 'decision_graph_config': {'nodes': ['data_collector', 'ai_decision']}, 'max_daily_loss': 10.0, 'max_drawdown': 20.0, 'stop_trading_minutes': 60}
2025-11-30 12:25:44 | INFO | services.trader_manager:_load_single_trader:325 | ✓ 交易员 10000000-0000-0000-0000-000000000004 已加载
2025-11-30 12:25:44 | WARNING | services.trader_manager:_load_single_trader:256 | ⚠️ 交易员 Trader Epsilon 的交易所 Binance Testnet 未启用，跳过
2025-11-30 12:25:44 | WARNING | services.trader_manager:_load_single_trader:231 | 📋 交易员 10000000-0000-0000-0000-000000000006 的AI模型 40000000-0000-0000-0000-000000000006 未启用
2025-11-30 12:25:44 | WARNING | services.trader_manager:_load_single_trader:256 | ⚠️ 交易员 Trader Eta 的交易所 Hyperliquid Testnet 未启用，跳过
2025-11-30 12:25:44 | INFO | services.trader_manager:_load_single_trader:296 | ✓ 交易员 Trader Theta 启用 COIN POOL 信号源: https://api.example.com/coin-pool/user8
2025-11-30 12:25:44 | INFO | services.Auto_trader:__init__:12 | AutoTrader initialized with trader_cfg: {'id': UUID('10000000-0000-0000-0000-000000000008'), 'name': 'Trader Theta', 'user_id': UUID('88888888-8888-8888-8888-888888888888'), 'ai_model': {'id': UUID('40000000-0000-0000-0000-000000000008'), 'provider': 'custom', 'api_key': 'custom-api-key-8888888888888888888888', 'base_url': 'https://api.custom.com/v1', 'model_name': 'custom-model-v1'}, 'exchange': {'id': UUID('50000000-0000-0000-0000-000000000008'), 'name': 'Aster Testnet', 'type': 'DEX', 'api_key': '', 'secret_key': '', 'testnet': True, 'hyperliquid_wallet_addr': '', 'aster_user': 'aster_test_user_8888888888888888888888', 'aster_signer': 'aster_test_signer_8888888888888888888888', 'aster_private_key': 'aster_test_private_key_8888888888888888888888'}, 'initial_balance': 3000.0, 'scan_interval_minutes': 2, 'btc_eth_leverage': 10, 'altcoin_leverage': 10, 'trading_coins': ['BTC/USDT'], 'use_coin_pool': True, 'use_oi_top': False, 'use_inside_coins': False, 'coin_pool_url': 'https://api.example.com/coin-pool/user8', 'oi_top_url': '', 'prompt': 'Custom arbitrage strategy', 'is_cross_margin': False, 'decision_graph_config': {'nodes': ['data_collector', 'ai_decision', 'order_executor']}, 'max_daily_loss': 10.0, 'max_drawdown': 20.0, 'stop_trading_minutes': 60}
2025-11-30 12:25:44 | INFO | services.trader_manager:_load_single_trader:325 | ✓ 交易员 10000000-0000-0000-0000-000000000008 已加载
2025-11-30 12:25:44 | WARNING | services.trader_manager:_load_single_trader:231 | 📋 交易员 10000000-0000-0000-0000-000000000009 的AI模型 40000000-0000-0000-0000-000000000009 未启用
2025-11-30 12:25:44 | INFO | services.trader_manager:load_traders_from_database:66 | 📋 成功加载 4 个交易员配置
2025-11-30 12:25:44 | INFO | services.trader_manager:load_traders_from_database:67 | 📋 失败加载 6 个交易员配置
2025-11-30 12:26:54 | INFO | services.trader_manager:load_traders_from_database:38 | 📋 发现 10 个用户，开始加载所有交易员配置...
2025-11-30 12:26:54 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 aaaaaaaa-aaaa-aaaa-aaaa-aaaaaaaaaaaa: 1 个交易员
2025-11-30 12:26:54 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 11111111-1111-1111-1111-111111111111: 1 个交易员
2025-11-30 12:26:54 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 22222222-2222-2222-2222-222222222222: 1 个交易员
2025-11-30 12:26:54 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 33333333-3333-3333-3333-333333333333: 1 个交易员
2025-11-30 12:26:54 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 44444444-4444-4444-4444-444444444444: 1 个交易员
2025-11-30 12:26:54 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 55555555-5555-5555-5555-555555555555: 1 个交易员
2025-11-30 12:26:54 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 66666666-6666-6666-6666-666666666666: 1 个交易员
2025-11-30 12:26:54 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 77777777-7777-7777-7777-777777777777: 1 个交易员
2025-11-30 12:26:54 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 88888888-8888-8888-8888-888888888888: 1 个交易员
2025-11-30 12:26:54 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 99999999-9999-9999-9999-999999999999: 1 个交易员
2025-11-30 12:26:54 | INFO | services.trader_manager:load_traders_from_database:56 | 📋 总共加载 10 个交易员配置
2025-11-30 12:26:54 | WARNING | services.trader_manager:_load_single_trader:256 | ⚠️ 交易员 Trader Kappa 的交易所 Gate.io Main 未启用，跳过
2025-11-30 12:26:54 | INFO | services.trader_manager:_load_single_trader:296 | ✓ 交易员 Trader Alpha 启用 COIN POOL 信号源: https://api.example.com/coin-pool/user1
2025-11-30 12:26:54 | INFO | services.trader_manager:_load_single_trader:301 | ✓ 交易员 Trader Alpha 启用 OI TOP 信号源: https://api.example.com/oi-top/user1
2025-11-30 12:26:54 | ERROR | services.trader_manager:_load_single_trader:331 | ❌ 创建 trader 实例失败: 'dict' object has no attribute 'cfg'
2025-11-30 12:26:54 | INFO | services.trader_manager:_load_single_trader:301 | ✓ 交易员 Trader Beta 启用 OI TOP 信号源: https://api.example.com/oi-top/user2
2025-11-30 12:26:54 | ERROR | services.trader_manager:_load_single_trader:331 | ❌ 创建 trader 实例失败: 'dict' object has no attribute 'cfg'
2025-11-30 12:26:54 | WARNING | services.trader_manager:_load_single_trader:231 | 📋 交易员 10000000-0000-0000-0000-000000000003 的AI模型 40000000-0000-0000-0000-000000000003 未启用
2025-11-30 12:26:54 | INFO | services.trader_manager:_load_single_trader:296 | ✓ 交易员 Trader Delta 启用 COIN POOL 信号源: https://api.example.com/coin-pool/user4
2025-11-30 12:26:54 | ERROR | services.trader_manager:_load_single_trader:331 | ❌ 创建 trader 实例失败: 'dict' object has no attribute 'cfg'
2025-11-30 12:26:54 | WARNING | services.trader_manager:_load_single_trader:256 | ⚠️ 交易员 Trader Epsilon 的交易所 Binance Testnet 未启用，跳过
2025-11-30 12:26:54 | WARNING | services.trader_manager:_load_single_trader:231 | 📋 交易员 10000000-0000-0000-0000-000000000006 的AI模型 40000000-0000-0000-0000-000000000006 未启用
2025-11-30 12:26:54 | WARNING | services.trader_manager:_load_single_trader:256 | ⚠️ 交易员 Trader Eta 的交易所 Hyperliquid Testnet 未启用，跳过
2025-11-30 12:26:54 | INFO | services.trader_manager:_load_single_trader:296 | ✓ 交易员 Trader Theta 启用 COIN POOL 信号源: https://api.example.com/coin-pool/user8
2025-11-30 12:26:54 | ERROR | services.trader_manager:_load_single_trader:331 | ❌ 创建 trader 实例失败: 'dict' object has no attribute 'cfg'
2025-11-30 12:26:54 | WARNING | services.trader_manager:_load_single_trader:231 | 📋 交易员 10000000-0000-0000-0000-000000000009 的AI模型 40000000-0000-0000-0000-000000000009 未启用
2025-11-30 12:26:54 | INFO | services.trader_manager:load_traders_from_database:66 | 📋 成功加载 0 个交易员配置
2025-11-30 12:26:54 | INFO | services.trader_manager:load_traders_from_database:67 | 📋 失败加载 10 个交易员配置
2025-11-30 12:27:17 | INFO | services.trader_manager:load_traders_from_database:38 | 📋 发现 10 个用户，开始加载所有交易员配置...
2025-11-30 12:27:17 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 aaaaaaaa-aaaa-aaaa-aaaa-aaaaaaaaaaaa: 1 个交易员
